A	Coef	t	p.value	p.value.adj	F	F.p.value	trtTpo-trtTdu
1.6	-2.864	-12.59	0	6e-06	158.62	0	-1
2.92	-0.191	-1.26	0.23604	0.311825	1.6	0.23604	0
6.74	0.187	1.76	0.11021	0.163926	3.09	0.11021	0
4.71	0.053	0.55	0.59281	0.664369	0.31	0.59281	0
2.19	0.239	0.59	0.56954	0.643946	0.35	0.56954	0
-0.13	0.338	1.14	0.28241	0.362853	1.3	0.28241	0
0.68	-1.17	-3.8	0.00372	0.009308	14.41	0.00372	-1
7.42	-1.685	-7.35	3e-05	0.000188	53.99	3e-05	-1
6.32	0.016	0.22	0.83093	0.868593	0.05	0.83093	0
3.88	-1.697	-10.64	0	1.8e-05	113.28	0	-1
6.35	-0.663	-6.62	7e-05	0.000366	43.89	7e-05	-1
6.28	-0.018	-0.22	0.83328	0.870562	0.05	0.83328	0
4.3	0.255	2.22	0.05185	0.086208	4.91	0.05185	0
0.31	1.247	4.49	0.00125	0.003759	20.2	0.00125	1
4.94	0.4	2.54	0.03026	0.054669	6.43	0.03026	0
3.2	-4.026	-22.28	0	0	496.47	0	-1
5.58	-0.148	-1.79	0.10457	0.156701	3.21	0.10457	0
5.27	0.02	0.2	0.84898	0.882879	0.04	0.84898	0
0.55	-0.172	-0.51	0.61953	0.687492	0.26	0.61953	0
2.01	0.453	1.9	0.08799	0.13522	3.6	0.08799	0
1.6	-0.653	-2.77	0.02033	0.039076	7.68	0.02033	-1
0.26	-0.58	-1.68	0.12502	0.182907	2.82	0.12502	0
7.22	1.121	10.02	0	2.6e-05	100.49	0	1
2.09	0.73	4.09	0.00232	0.006294	16.76	0.00232	1
2.71	-0.254	-1.2	0.25764	0.335018	1.45	0.25764	0
5.74	-0.474	-5.12	5e-04	0.001759	26.24	5e-04	-1
4.24	-0.179	-1.83	0.09748	0.147351	3.36	0.09748	0
3.65	-0.06	-0.5	0.62595	0.693287	0.25	0.62595	0
3.89	-0.004	-0.03	0.97571	0.981778	0	0.97571	0
7.86	-0.307	-4.27	0.00177	0.005021	18.21	0.00177	-1
2.25	0.252	1.51	0.1638	0.229453	2.27	0.1638	0
4.23	0.21	1.97	0.07832	0.12259	3.87	0.07832	0
4.67	-0.071	-0.65	0.53367	0.61216	0.42	0.53367	0
4.03	-0.178	-1.07	0.30857	0.391099	1.15	0.30857	0
6.95	-0.47	-6	0.00015	0.00068	36.03	0.00015	-1
1.64	-1.933	-4.9	0.00069	0.002289	24	0.00069	-1
4.75	-0.387	-4.42	0.0014	0.00413	19.53	0.0014	-1
2.28	0.024	0.13	0.89883	0.92168	0.02	0.89883	0
1.05	0.025	0.08	0.93487	0.949455	0.01	0.93487	0
2.3	1.922	11.68	0	1e-05	136.52	0	1
1.53	-0.299	-1.05	0.3188	0.401728	1.1	0.3188	0
3.09	0.592	3.22	0.00956	0.020579	10.37	0.00956	1
4.12	-0.245	-1.82	0.09946	0.149942	3.32	0.09946	0
1.47	-0.953	-3.44	0.00659	0.015088	11.86	0.00659	-1
-0.14	0.264	0.93	0.37565	0.459855	0.86	0.37565	0
6.68	-0.384	-3.55	0.00559	0.01311	12.57	0.00559	-1
3.05	-0.089	-0.37	0.72137	0.775703	0.13	0.72137	0
2.88	0.273	1.72	0.1164	0.171725	2.97	0.1164	0
0.99	1.367	4.03	0.00255	0.00681	16.27	0.00255	1
5.26	-0.487	-4.81	0.00079	0.002549	23.1	0.00079	-1
7.6	0.289	3.9	0.00315	0.00815	15.2	0.00315	1
5.96	0.03	0.32	0.75323	0.802893	0.1	0.75323	0
6.69	0.955	11.29	0	1.2e-05	127.36	0	1
6.31	3.449	18.19	0	1e-06	330.77	0	1
3.67	-1.254	-6.89	5e-05	0.000284	47.53	5e-05	-1
4.66	0.162	1.77	0.1079	0.160896	3.14	0.1079	0
4.61	0.191	1.64	0.132	0.191553	2.71	0.132	0
5.33	0.191	2.06	0.06764	0.10837	4.23	0.06764	0
7.74	-0.175	-2.77	0.02052	0.039374	7.65	0.02052	-1
7.62	-0.093	-1.24	0.24275	0.319198	1.55	0.24275	0
3.72	-0.236	-2.12	0.06061	0.098907	4.51	0.06061	0
5.42	0.437	4.93	0.00065	0.002193	24.35	0.00065	1
6.92	0.859	10.5	0	1.9e-05	110.22	0	1
3.95	0.076	0.68	0.51288	0.592703	0.46	0.51288	0
6.55	0.193	1.6	0.14187	0.203453	2.56	0.14187	0
2.72	-0.433	-2.57	0.02881	0.052514	6.58	0.02881	0
6.62	1.921	23.95	0	0	573.47	0	1
4.98	-0.389	-3.81	0.00366	0.009205	14.48	0.00366	-1
4.31	0.645	5.11	0.00051	0.001794	26.07	0.00051	1
0.93	-0.532	-0.93	0.37634	0.460589	0.86	0.37634	0
3.52	-0.061	-0.47	0.64712	0.712377	0.22	0.64712	0
5.74	-0.574	-3.94	0.00295	0.007717	15.54	0.00295	-1
8.19	0.023	0.28	0.78596	0.830862	0.08	0.78596	0
5.4	-0.072	-0.39	0.70787	0.764581	0.15	0.70787	0
2.94	0.697	5.21	0.00044	0.001584	27.15	0.00044	1
2.76	-0.768	-4.96	0.00063	0.002135	24.58	0.00063	-1
6.17	0.312	4.09	0.00232	0.006294	16.76	0.00232	1
2.36	0.758	4.43	0.00138	0.004063	19.64	0.00138	1
-0.33	-0.169	-0.49	0.6341	0.700417	0.24	0.6341	0
0.06	-0.337	-1.05	0.31936	0.402375	1.1	0.31936	0
6	-0.511	-6.65	7e-05	0.000355	44.29	7e-05	-1
4.74	0.975	7.33	3e-05	0.00019	53.72	3e-05	1
4.22	-1.091	-9.11	0	4.8e-05	82.92	0	-1
3.68	0.332	2.08	0.06505	0.104803	4.33	0.06505	0
3.34	-0.29	-1.49	0.16801	0.234238	2.22	0.16801	0
0.47	-0.229	-0.99	0.34439	0.428157	0.99	0.34439	0
3.81	0.707	5.26	0.00041	0.001502	27.63	0.00041	1
4.56	0.615	4.98	0.00061	0.002085	24.79	0.00061	1
1.04	2.383	5.46	0.00031	0.001193	29.85	0.00031	1
7.16	-0.45	-6.35	1e-04	0.000478	40.34	1e-04	-1
2.49	4.417	19.54	0	0	381.75	0	1
6.49	-0.32	-4.21	0.00194	0.005439	17.7	0.00194	-1
2.95	-0.713	-4.81	0.00078	0.002538	23.13	0.00078	-1
2.7	2.222	12.29	0	7e-06	150.97	0	1
1.07	-1.336	-2.34	0.04235	0.072479	5.46	0.04235	0
4.21	-0.691	-6.14	0.00013	0.000591	37.68	0.00013	-1
4.67	0.137	1.37	0.20084	0.271617	1.88	0.20084	0
4.36	1.262	8.7	1e-05	6.4e-05	75.74	1e-05	1
4.74	-0.065	-0.63	0.54327	0.620487	0.4	0.54327	0
3.15	0.372	2.72	0.02225	0.042139	7.39	0.02225	1
1.21	-0.621	-2.5	0.03225	0.057695	6.24	0.03225	0
6.71	-0.344	-3.26	0.00891	0.01945	10.64	0.00891	-1
3.05	-0.296	-1.79	0.10441	0.156504	3.21	0.10441	0
1.95	-0.139	-0.69	0.50426	0.585085	0.48	0.50426	0
8.83	-0.049	-0.65	0.53329	0.61186	0.42	0.53329	0
1.71	0.342	1.88	0.09071	0.138754	3.53	0.09071	0
1.05	-0.715	-1.72	0.11636	0.171699	2.97	0.11636	0
0.19	-0.334	-0.51	0.61929	0.687345	0.26	0.61929	0
6.42	0.08	1.05	0.32065	0.403485	1.1	0.32065	0
-0.01	0.274	0.99	0.347	0.430655	0.98	0.347	0
1.54	-1.072	-4.95	0.00064	0.002151	24.52	0.00064	-1
0.62	0.169	0.69	0.50597	0.586819	0.48	0.50597	0
5.35	0.285	2.56	0.02891	0.052679	6.57	0.02891	0
0.6	-0.714	-2.76	0.02057	0.03946	7.64	0.02057	-1
0.06	-0.058	-0.14	0.89506	0.918637	0.02	0.89506	0
0.64	0.001	0	0.9962	0.997345	0	0.9962	0
4.64	-0.576	-5.89	0.00017	0.000763	34.69	0.00017	-1
6.82	-0.145	-1.14	0.28167	0.36205	1.3	0.28167	0
5.62	0.631	5.59	0.00026	0.001052	31.22	0.00026	1
6.71	-0.166	-2.44	0.03572	0.062843	5.94	0.03572	0
7.1	-0.502	-5.58	0.00026	0.001058	31.15	0.00026	-1
6.86	-0.828	-8.52	1e-05	7.4e-05	72.53	1e-05	-1
4.98	-0.695	-6.38	9e-05	0.000466	40.66	9e-05	-1
4.16	-0.032	-0.3	0.77413	0.821197	0.09	0.77413	0
5.03	-0.069	-0.8	0.44038	0.525296	0.65	0.44038	0
1.8	1.066	5.47	0.00031	0.001191	29.88	0.00031	1
0.36	-1.261	-4.16	0.00208	0.005741	17.34	0.00208	-1
5.23	0.491	3.21	0.00976	0.020957	10.29	0.00976	1
2.32	-0.543	-2.83	0.01844	0.035905	8	0.01844	-1
0.5	1.347	4.81	0.00079	0.00255	23.1	0.00079	1
7.07	-0.372	-5.71	0.00022	0.000927	32.56	0.00022	-1
5.19	0.394	3.86	0.00335	0.008562	14.91	0.00335	1
6.46	0.37	3.4	0.00707	0.01599	11.57	0.00707	1
1.25	-0.146	-0.52	0.61281	0.681638	0.27	0.61281	0
0.52	0.145	0.61	0.55799	0.633293	0.37	0.55799	0
4.99	-1.069	-12.36	0	7e-06	152.72	0	-1
6.07	0.236	2.74	0.02148	0.040925	7.5	0.02148	1
3.56	4.208	14.7	0	2e-06	216.11	0	1
2.86	-0.02	-0.15	0.88554	0.911757	0.02	0.88554	0
4.29	-3.6	-4.83	0.00075	0.002474	23.37	0.00075	-1
4.88	-0.314	-2.7	0.02276	0.042957	7.31	0.02276	-1
3.83	0.337	2.36	0.04095	0.070468	5.55	0.04095	0
3.89	0.774	4.34	0.00157	0.004557	18.86	0.00157	1
0.41	-0.423	-1.46	0.17691	0.244705	2.12	0.17691	0
4.86	-0.27	-1.56	0.15166	0.214952	2.42	0.15166	0
6.68	-0.429	-4.99	6e-04	0.002068	24.86	6e-04	-1
2.88	0.88	5.4	0.00034	0.001284	29.11	0.00034	1
7.15	-0.147	-2.14	0.05878	0.096219	4.59	0.05878	0
2.81	2.108	11.39	0	1.2e-05	129.74	0	1
4.06	-0.318	-3.12	0.01137	0.02386	9.71	0.01137	-1
1.64	1.528	8.16	1e-05	9.6e-05	66.52	1e-05	1
3.91	-0.554	-5	0.00059	0.002029	25.02	0.00059	-1
1.9	-0.439	-2.16	0.05708	0.093682	4.66	0.05708	0
2.38	-0.986	-5.63	0.00025	0.00101	31.64	0.00025	-1
2.42	0.929	5.81	0.00019	0.000832	33.73	0.00019	1
6.5	-0.958	-3.95	0.00292	0.007661	15.58	0.00292	-1
4.9	0.21	1.6	0.14266	0.204424	2.55	0.14266	0
9.54	0.472	2.59	0.02739	0.050355	6.73	0.02739	0
4.71	-0.179	-1.49	0.16716	0.233152	2.23	0.16716	0
0.69	0.826	2.93	0.0156	0.031119	8.57	0.0156	1
1.1	-0.786	-2.51	0.03146	0.056497	6.32	0.03146	0
6.73	0.458	4.12	0.00223	0.006112	16.95	0.00223	1
8.33	0.038	0.5	0.62515	0.69254	0.25	0.62515	0
3.25	0.266	1.24	0.24248	0.318878	1.55	0.24248	0
5.35	0.396	4.75	0.00085	0.002722	22.61	0.00085	1
6.01	-1.646	-19.27	0	1e-06	371.29	0	-1
5.69	-0.078	-0.63	0.54354	0.620621	0.4	0.54354	0
9.15	-0.268	-2.55	0.02963	0.053752	6.49	0.02963	0
5.95	0.046	0.58	0.57689	0.650266	0.33	0.57689	0
0.23	-0.107	-0.38	0.71117	0.767455	0.15	0.71117	0
6.09	1.924	20.96	0	0	439.39	0	1
1.71	1.325	5.3	0.00039	0.001424	28.12	0.00039	1
2.15	-0.636	-3.26	0.00901	0.019623	10.6	0.00901	-1
2	0.113	0.67	0.51925	0.598688	0.45	0.51925	0
3.81	-0.2	-1.63	0.13527	0.195748	2.66	0.13527	0
2.8	0.883	5.73	0.00022	0.000908	32.79	0.00022	1
6.94	-0.442	-5.35	0.00036	0.001353	28.6	0.00036	-1
10.88	-0.154	-1.47	0.17273	0.239747	2.17	0.17273	0
0.75	-0.657	-1.66	0.12943	0.188219	2.75	0.12943	0
6.38	0.53	6.5	8e-05	0.000413	42.22	8e-05	1
0.59	-0.785	-3.11	0.01148	0.024058	9.67	0.01148	-1
0.35	-1.201	-4.13	0.0022	0.006019	17.04	0.0022	-1
4.11	0.994	8.45	1e-05	7.7e-05	71.48	1e-05	1
1.56	-0.92	-4.16	0.0021	0.00579	17.29	0.0021	-1
2.91	-1.43	-7.4	3e-05	0.000178	54.82	3e-05	-1
3.08	0.292	2.09	0.06404	0.10342	4.37	0.06404	0
3.29	0.325	2.52	0.03119	0.05608	6.34	0.03119	0
5.37	-0.108	-1.17	0.26983	0.348697	1.37	0.26983	0
3.38	-0.957	-6.5	8e-05	0.000413	42.23	8e-05	-1
1.22	0.02	0.08	0.93619	0.950527	0.01	0.93619	0
2.93	0.236	1.39	0.19463	0.264689	1.94	0.19463	0
1.24	-0.17	-0.53	0.60852	0.678057	0.28	0.60852	0
5.38	0.211	1.88	0.09111	0.13918	3.52	0.09111	0
6.52	0.138	1.86	0.09345	0.142297	3.46	0.09345	0
6.91	0.271	3.67	0.00456	0.011031	13.47	0.00456	1
1.32	0.961	3.42	0.00682	0.015523	11.72	0.00682	1
4.26	-1.313	-7.82	2e-05	0.000127	61.08	2e-05	-1
2.78	0.949	5.65	0.00024	0.000982	31.96	0.00024	1
5.4	0.55	6.75	6e-05	0.000326	45.5	6e-05	1
7.17	0.866	10.05	0	2.6e-05	100.94	0	1
6.97	0.022	0.27	0.79292	0.836484	0.07	0.79292	0
5.58	-0.184	-2.08	0.06514	0.104942	4.32	0.06514	0
-0.14	-0.607	-1.98	0.07623	0.119832	3.94	0.07623	0
3.01	0.104	0.67	0.51704	0.596671	0.45	0.51704	0
1.32	0.311	1.38	0.19785	0.268105	1.91	0.19785	0
4.11	2.522	17.78	0	1e-06	316.21	0	1
1.77	-0.982	-3.79	0.00377	0.009415	14.35	0.00377	-1
3.99	1.429	8.59	1e-05	7e-05	73.71	1e-05	1
1.06	2.278	9.19	0	4.5e-05	84.38	0	1
1.18	0.317	0.96	0.36202	0.445879	0.92	0.36202	0
6.26	-0.01	-0.14	0.89175	0.916216	0.02	0.89175	0
4.06	-0.178	-1.49	0.16913	0.235525	2.21	0.16913	0
2.93	-0.719	-3.82	0.00355	0.008976	14.62	0.00355	-1
2.19	-0.29	-1.54	0.15444	0.217861	2.39	0.15444	0
7.74	-0.164	-1.69	0.12245	0.179441	2.86	0.12245	0
5.97	0.435	4.2	0.00198	0.005518	17.61	0.00198	1
5.8	-0.431	-3.98	0.00277	0.007341	15.84	0.00277	-1
6.7	0.951	11.45	0	1.1e-05	131.13	0	1
3.62	2.543	14.42	0	3e-06	207.82	0	1
1.34	-0.487	-1.92	0.08432	0.130329	3.7	0.08432	0
0.83	-0.516	-2.26	0.04841	0.081328	5.1	0.04841	0
1.4	-0.166	-0.64	0.54001	0.617843	0.4	0.54001	0
3.26	-0.611	-4.81	0.00078	0.002536	23.14	0.00078	-1
0.34	-0.251	-1.05	0.32047	0.403356	1.1	0.32047	0
7.09	-0.075	-0.83	0.42852	0.51344	0.68	0.42852	0
3.67	-0.297	-2.32	0.04381	0.074655	5.37	0.04381	0
3.13	0.108	0.8	0.44226	0.526897	0.64	0.44226	0
2.46	0.99	4.88	0.00071	0.002344	23.8	0.00071	1
0.35	-0.702	-2.87	0.01733	0.034081	8.21	0.01733	-1
5.04	0.255	2.63	0.02564	0.047595	6.94	0.02564	1
4.76	-0.181	-1.86	0.09375	0.14265	3.45	0.09375	0
9.97	-0.485	-5.55	0.00028	0.001095	30.78	0.00028	-1
7.18	-0.632	-8.76	1e-05	6.1e-05	76.8	1e-05	-1
1.52	-0.779	-4.29	0.0017	0.004852	18.44	0.0017	-1
0.77	-0.954	-4.07	0.00239	0.006461	16.59	0.00239	-1
2.85	-2.094	-10.94	0	1.5e-05	119.64	0	-1
4.72	0.512	4.75	0.00085	0.002736	22.56	0.00085	1
3.48	-0.151	-1.2	0.2602	0.337937	1.43	0.2602	0
5.04	-1.543	-14.17	0	3e-06	200.79	0	-1
4.54	-0.831	-8.56	1e-05	7.1e-05	73.24	1e-05	-1
8.12	-0.026	-0.38	0.71078	0.76711	0.15	0.71078	0
6.49	-1.099	-12.35	0	7e-06	152.4	0	-1
3.42	0.201	1.38	0.19847	0.268856	1.91	0.19847	0
3.32	0.224	1.31	0.22148	0.295264	1.71	0.22148	0
4.84	0.12	1.41	0.19045	0.26	1.98	0.19045	0
2.46	0.125	0.75	0.46944	0.552131	0.57	0.46944	0
6.45	-0.213	-2.03	0.0712	0.113204	4.1	0.0712	0
6.5	-0.117	-1.67	0.12613	0.184304	2.8	0.12613	0
5.37	-0.077	-0.32	0.75326	0.802893	0.1	0.75326	0
2.95	0.766	3.78	0.00381	0.00951	14.29	0.00381	1
5.29	0.155	1.85	0.09545	0.144842	3.41	0.09545	0
4.02	-1.147	-4.75	0.00086	0.00274	22.55	0.00086	-1
6.14	-0.056	-0.76	0.46374	0.54693	0.58	0.46374	0
4.28	-0.732	-6.77	6e-05	0.000318	45.82	6e-05	-1
2.08	0.569	3.27	0.00874	0.019128	10.72	0.00874	1
1.91	-0.986	-5.19	0.00045	0.00163	26.9	0.00045	-1
3.06	0.162	0.98	0.34961	0.433141	0.97	0.34961	0
3.57	0.143	1.13	0.28399	0.364587	1.29	0.28399	0
3.52	0.758	5.99	0.00015	0.000686	35.93	0.00015	1
5.2	1.739	16.64	0	1e-06	276.88	0	1
3.96	0.346	2.72	0.022	0.04173	7.42	0.022	1
4.27	1.307	12.9	0	5e-06	166.4	0	1
2.64	0.747	4.45	0.00134	0.00397	19.8	0.00134	1
0.13	-0.466	-1.59	0.14281	0.204616	2.54	0.14281	0
4.68	-0.853	-7.28	3e-05	0.000198	53	3e-05	-1
6.8	-0.304	-3.88	0.00323	0.008323	15.08	0.00323	-1
0.73	-0.906	-3.37	0.00743	0.016701	11.37	0.00743	-1
2.48	0.118	0.61	0.55681	0.632458	0.37	0.55681	0
4.47	0.38	3.06	0.01243	0.025701	9.38	0.01243	1
2.8	0.293	1.12	0.28951	0.370328	1.26	0.28951	0
1.49	-0.201	-0.99	0.3483	0.432062	0.97	0.3483	0
8.26	-0.24	-3.73	0.00414	0.010193	13.91	0.00414	-1
6.71	6.29	34.2	0	0	1169.95	0	1
2.36	0.865	5.15	0.00048	0.001694	26.56	0.00048	1
4.38	-0.112	-0.78	0.45679	0.540638	0.6	0.45679	0
7.01	-0.319	-3.48	0.00619	0.014302	12.13	0.00619	-1
3.97	0.057	0.42	0.68637	0.746651	0.17	0.68637	0
2.22	0.269	1.08	0.30496	0.387074	1.17	0.30496	0
1.62	-0.123	-0.53	0.60931	0.678867	0.28	0.60931	0
6	-0.603	-6.53	8e-05	0.000398	42.66	8e-05	-1
10.07	0.022	0.14	0.8923	0.916411	0.02	0.8923	0
5.69	-0.425	-5	0.00059	0.002034	25	0.00059	-1
5.31	-0.751	-7.14	4e-05	0.000226	50.97	4e-05	-1
2.73	-0.583	-3.26	0.00894	0.019502	10.63	0.00894	-1
3.86	3.793	23.34	0	0	544.96	0	1
3.04	1.587	11.98	0	8e-06	143.56	0	1
5.44	-0.144	-0.96	0.36229	0.446139	0.91	0.36229	0
3.75	-0.963	-3.46	0.00638	0.014686	12	0.00638	-1
7.06	0.245	3.43	0.00677	0.015422	11.75	0.00677	1
1.43	1.059	3.4	0.00704	0.015946	11.59	0.00704	1
5.05	0.083	0.86	0.41182	0.496448	0.74	0.41182	0
6.81	-0.097	-1.27	0.23517	0.310796	1.6	0.23517	0
3.22	0.714	4.49	0.00127	0.003794	20.12	0.00127	1
2.88	0.434	2.86	0.01751	0.034418	8.18	0.01751	1
2.49	0.064	0.39	0.70313	0.761083	0.15	0.70313	0
6.91	-0.167	-2.18	0.05522	0.091177	4.75	0.05522	0
8.61	-0.172	-2.2	0.05316	0.088143	4.85	0.05316	0
7.27	-0.377	-4.04	0.00253	0.006775	16.3	0.00253	-1
2.04	0.904	4.94	0.00064	0.002171	24.44	0.00064	1
2.18	0.294	1.61	0.13902	0.200182	2.6	0.13902	0
4.99	-0.258	-3.13	0.01116	0.023503	9.78	0.01116	-1
7.64	-0.365	-4.71	9e-04	0.002862	22.22	9e-04	-1
6.12	0.437	5.24	0.00042	0.001526	27.47	0.00042	1
6.85	-0.024	-0.38	0.71173	0.767823	0.14	0.71173	0
7.17	-0.441	-6.28	0.00011	0.000512	39.42	0.00011	-1
1.05	-0.652	-2.69	0.02327	0.043766	7.24	0.02327	-1
6.44	0.174	1.89	0.08943	0.137136	3.56	0.08943	0
1.49	1.974	7.22	3e-05	0.00021	52.13	3e-05	1
4.77	0.014	0.13	0.89633	0.919673	0.02	0.89633	0
6.5	0.338	4.89	7e-04	0.002326	23.86	7e-04	1
4.65	0.186	2.03	0.07044	0.112156	4.13	0.07044	0
6.03	3.707	29.8	0	0	887.84	0	1
4.26	-0.115	-0.89	0.39382	0.478091	0.8	0.39382	0
2.51	0.694	4.55	0.00116	0.003521	20.67	0.00116	1
5.06	0.338	3.23	0.00944	0.020357	10.42	0.00944	1
0.33	0.349	1.33	0.21513	0.287988	1.76	0.21513	0
1.85	-0.608	-2.79	0.01969	0.038011	7.78	0.01969	-1
6.64	-0.644	-8.06	1e-05	0.000104	64.92	1e-05	-1
5.05	0.436	4.19	0.00199	0.00554	17.58	0.00199	1
2.11	-0.181	-0.96	0.35913	0.443086	0.93	0.35913	0
1.46	0.695	3.74	0.00409	0.010098	13.96	0.00409	1
3.07	-0.668	-3.86	0.00336	0.00859	14.89	0.00336	-1
2.64	-0.2	-1.32	0.21768	0.290821	1.74	0.21768	0
6.41	-0.094	-1.15	0.27582	0.355405	1.33	0.27582	0
4.17	0.246	1.11	0.2935	0.374533	1.23	0.2935	0
6.8	-0.716	-8.29	1e-05	8.7e-05	68.72	1e-05	-1
2.8	0.136	0.88	0.40182	0.486144	0.77	0.40182	0
0.09	-0.884	-3.16	0.01054	0.0224	9.99	0.01054	-1
4.25	-0.591	-4.47	0.00129	0.003863	20	0.00129	-1
3.26	0.195	1.36	0.20469	0.276146	1.85	0.20469	0
5.89	0.246	1.91	0.08629	0.132882	3.64	0.08629	0
4.66	-0.622	-6.04	0.00014	0.000656	36.45	0.00014	-1
0.82	-0.003	-0.01	0.99185	0.99387	0	0.99185	0
4.99	-0.765	-7.5	2e-05	0.000165	56.24	2e-05	-1
2.87	-0.433	-3.06	0.01254	0.025874	9.35	0.01254	-1
4.55	0.257	2.51	0.03149	0.056534	6.31	0.03149	0
3.29	-1.145	-5.62	0.00025	0.001011	31.62	0.00025	-1
-0.37	0.201	0.76	0.46785	0.550625	0.57	0.46785	0
1.89	-0.245	-1.29	0.22803	0.302934	1.66	0.22803	0
7.05	-1.205	-18.16	0	1e-06	329.83	0	-1
5.82	0.114	1.31	0.22014	0.293724	1.72	0.22014	0
0.69	-1.053	-3.41	0.00694	0.01576	11.65	0.00694	-1
6.34	0.243	3.41	0.00701	0.015894	11.61	0.00701	1
2.61	0.887	5.91	0.00017	0.000745	34.98	0.00017	1
0.22	-0.057	-0.17	0.86671	0.897126	0.03	0.86671	0
4.85	1	10.95	0	1.5e-05	119.85	0	1
1.27	0.241	0.91	0.38585	0.470129	0.82	0.38585	0
5.62	1.43	14.49	0	3e-06	210.01	0	1
1.65	0.016	0.09	0.92632	0.942297	0.01	0.92632	0
6.74	-0.461	-5.77	2e-04	0.000863	33.32	2e-04	-1
6.73	-0.152	-2.22	0.0517	0.085978	4.92	0.0517	0
4.46	-0.556	-4.44	0.00136	0.004017	19.72	0.00136	-1
2.2	0.191	1.11	0.29433	0.375326	1.23	0.29433	0
1.71	-0.007	-0.03	0.97885	0.984196	0	0.97885	0
2.86	-0.158	-0.89	0.39554	0.479852	0.79	0.39554	0
3.02	-1.024	-5.16	0.00047	0.001678	26.64	0.00047	-1
6.66	-0.177	-2.03	0.07034	0.112019	4.13	0.07034	0
3.57	0.299	1.39	0.19491	0.265002	1.94	0.19491	0
1.69	-0.167	-0.9	0.38766	0.471794	0.82	0.38766	0
0.71	-0.104	-0.46	0.65237	0.717337	0.22	0.65237	0
1.27	1.058	4.36	0.00153	0.004449	19.03	0.00153	1
3.95	-1.685	-11.69	0	1e-05	136.61	0	-1
8.61	-0.371	-5.04	0.00056	0.001941	25.38	0.00056	-1
3.83	0.175	1.42	0.18601	0.255175	2.03	0.18601	0
2.03	0.507	2.89	0.01654	0.032702	8.37	0.01654	1
3.61	0.24	1.57	0.14763	0.210171	2.48	0.14763	0
3.03	0.426	2.8	0.01931	0.037361	7.85	0.01931	1
6.12	-0.797	-10.89	0	1.6e-05	118.63	0	-1
5	2.573	20.46	0	0	418.56	0	1
3.68	0.283	2.47	0.03359	0.059736	6.12	0.03359	0
8.07	-0.604	-8.65	1e-05	6.7e-05	74.75	1e-05	-1
2.24	-0.698	-3.44	0.00665	0.015168	11.83	0.00665	-1
3.27	-0.234	-1.59	0.14486	0.206856	2.51	0.14486	0
2.52	0.502	2.5	0.03196	0.057221	6.27	0.03196	0
4.03	-0.101	-0.52	0.61218	0.681144	0.27	0.61218	0
1.54	0.303	1.63	0.13513	0.195583	2.66	0.13513	0
0.94	-0.387	-1.84	0.09612	0.145688	3.4	0.09612	0
3.04	0.059	0.12	0.90858	0.928669	0.01	0.90858	0
4.05	0.088	0.8	0.44034	0.525296	0.65	0.44034	0
1.56	0.046	0.23	0.82086	0.859922	0.05	0.82086	0
2.62	0.001	0.01	0.99318	0.994779	0	0.99318	0
3.02	-0.539	-2.98	0.01422	0.028764	8.9	0.01422	-1
4.01	0.497	4.09	0.00232	0.0063	16.75	0.00232	1
0.55	0.879	2.8	0.01946	0.037603	7.82	0.01946	1
4.55	-1.03	-6.76	6e-05	0.000319	45.76	6e-05	-1
3.01	0.576	3.27	0.00878	0.019202	10.7	0.00878	1
3.65	-1.711	-11.54	0	1.1e-05	133.1	0	-1
2.03	-0.23	-1.17	0.27041	0.349286	1.37	0.27041	0
7.24	-0.18	-2.35	0.04112	0.070694	5.54	0.04112	0
0.3	-0.188	-0.62	0.55095	0.627251	0.38	0.55095	0
1.49	-0.061	-0.23	0.82521	0.863595	0.05	0.82521	0
2.78	1.959	9.49	0	3.7e-05	90.08	0	1
1.9	-0.068	-0.34	0.74257	0.794116	0.11	0.74257	0
4.79	0.52	4.36	0.00153	0.004441	19.04	0.00153	1
2.12	-0.587	-3.48	0.00617	0.014275	12.14	0.00617	-1
6.03	-0.331	-4.18	0.00202	0.005604	17.5	0.00202	-1
4.87	-0.564	-5.67	0.00023	0.000964	32.14	0.00023	-1
3.18	0.363	2.78	0.01993	0.0384	7.74	0.01993	1
1.78	0.944	4.19	0.002	0.00557	17.54	0.002	1
1.15	-0.388	-1.68	0.12587	0.183951	2.81	0.12587	0
1.82	0.343	1.82	0.09993	0.150519	3.31	0.09993	0
2.64	0.225	1.13	0.28606	0.366721	1.27	0.28606	0
1.39	0.757	3.48	0.00622	0.014366	12.1	0.00622	1
0.52	1.225	4.01	0.00264	0.007049	16.08	0.00264	1
2.56	0.457	2.76	0.02058	0.03946	7.64	0.02058	1
1.99	-0.065	-0.29	0.78015	0.826276	0.08	0.78015	0
3.39	-1.168	-8.54	1e-05	7.2e-05	73.01	1e-05	-1
5.81	0.049	0.56	0.58535	0.658005	0.32	0.58535	0
2.74	0.352	2.29	0.04582	0.07758	5.24	0.04582	0
4.79	0.502	4.63	0.00103	0.003181	21.39	0.00103	1
5.46	0.541	0.84	0.42302	0.508	0.7	0.42302	0
1.52	-0.576	-3.14	0.01089	0.02303	9.87	0.01089	-1
6.41	-1.406	-12.82	0	6e-06	164.45	0	-1
6.13	-0.57	-6.17	0.00012	0.000575	38.02	0.00012	-1
